avaliacao_id,colaborador_id,periodo,nota_tecnica,nota_comportamental,nota_gestor,media_geral,resultado
AVL-01506,VLT-0367,2024-Q1,6.6,7.5,7.2,7.1,Meets Expectations
AVL-01507,VLT-0367,2025-Q2,5.9,6.5,5.9,6.1,Exceptional
AVL-01508,VLT-0367,2025-Q1,8.9,7.4,,7.93,Exceeds Expectations
AVL-01509,VLT-0367,2024-Q4,8.0,7.5,,6.8,Exceeds Expectations
AVL-01510,VLT-0367,2024-Q2,8.4,8.2,9.4,8.67,Exceeds Expectations
AVL-01511,VLT-0367,2024-Q3,8.2,10,7.1,8.43,Exceptional
AVL-01515,VLT-0369,2024-Q2,7.8,7.2,4.4,6.47,Meets Expectations
AVL-01516,VLT-0369,2024-Q3,7.1,7.5,10,8.2,Exceptional
AVL-01517,VLT-0369,2025-Q2,10,6.7,6.7,7.8,Exceeds Expectations
AVL-01518,VLT-0369,2024-Q1,6.0,9.0,6.2,7.07,Exceeds Expectations
AVL-01519,VLT-0370,2025-Q2,7.1,7.5,7.8,7.47,Exceptional
AVL-01520,VLT-0370,2024-Q1,6.5,7.8,6.7,7.0,Exceeds Expectations
AVL-01521,VLT-0370,2024-Q4,8.6,7.7,6.1,7.47,Exceeds Expectations
AVL-01526,VLT-0372,2024-Q3,8.8,9.2,5.1,7.7,Below Expectations
AVL-01527,VLT-0372,2025-Q2,4.5,7.6,7.6,6.57,Meets Expectations
AVL-01528,VLT-0373,2024-Q1,5.5,5.4,6.5,5.8,Meets Expectations
AVL-01529,VLT-0373,2024-Q3,10,9.5,6.2,8.57,Meets Expectations
AVL-01530,VLT-0373,2025-Q2,7.9,7.5,7.2,7.53,Exceeds Expectations
AVL-01531,VLT-0373,2025-Q1,7.2,6.2,7.8,7.07,Exceptional
AVL-01532,VLT-0373,2024-Q2,6.5,7.3,10,7.93,Meets Expectations
AVL-01533,VLT-0373,2024-Q4,8.8,7.9,7.3,8.0,Meets Expectations
AVL-01534,VLT-0374,2025-Q2,5.7,8.3,6.4,6.8,Exceeds Expectations
AVL-01535,VLT-0374,2025-Q1,6.9,8.0,9.8,8.23,Exceeds Expectations
AVL-01536,VLT-0374,2024-Q4,5.8,7.5,6.4,6.57,Meets Expectations
AVL-01537,VLT-0374,2024-Q3,6.1,8.8,,7.53,Exceeds Expectations
AVL-01538,VLT-0374,2024-Q2,8.7,8.1,8.8,8.53,Exceeds Expectations
AVL-01543,VLT-0376,2024-Q1,10,8.5,10,9.5,Exceeds Expectations
AVL-01544,VLT-0376,2024-Q4,9.7,7.1,,7.33,Meets Expectations
AVL-01545,VLT-0376,2024-Q3,7.9,7.2,9.2,8.1,Exceeds Expectations
AVL-01551,VLT-0378,2024-Q1,7.4,8.0,6.7,7.37,Exceptional
AVL-01552,VLT-0378,2025-Q1,7.4,7.0,7.9,7.43,Exceeds Expectations
AVL-01553,VLT-0378,2024-Q4,5.3,8.4,6.0,6.57,Meets Expectations
AVL-01554,VLT-0378,2025-Q2,7.4,9.8,8.3,8.5,Meets Expectations
AVL-01555,VLT-0378,2024-Q2,8.3,8.2,7.0,7.83,Exceptional
AVL-01556,VLT-0379,2025-Q2,5.0,8.2,8.3,7.17,Exceeds Expectations
AVL-01557,VLT-0379,2025-Q1,8.2,7.2,,6.4,Meets Expectations
AVL-01558,VLT-0379,2024-Q1,8.0,7.9,7.9,7.93,Meets Expectations
AVL-01559,VLT-0379,2024-Q4,8.5,4.7,7.2,6.8,Meets Expectations
AVL-01565,VLT-0381,2024-Q1,7.5,7.3,7.2,7.33,Meets Expectations
AVL-01566,VLT-0381,2024-Q4,8.6,9.9,8.7,9.07,Meets Expectations
AVL-01567,VLT-0381,2024-Q2,9.1,8.5,7.2,8.27,Exceptional
AVL-01568,VLT-0381,2025-Q1,7.4,9.9,7.6,8.3,Meets Expectations
AVL-01569,VLT-0382,2024-Q2,8.1,8.8,7.0,7.97,Meets Expectations
AVL-01570,VLT-0382,2024-Q1,6.0,8.2,4.7,6.3,Meets Expectations
AVL-01571,VLT-0382,2025-Q1,10,8.4,7.9,8.77,Exceptional
AVL-01572,VLT-0382,2024-Q3,5.8,8.6,3.4,5.93,Exceeds Expectations
AVL-01573,VLT-0382,2024-Q4,10,8.3,10,9.43,Exceptional
AVL-01574,VLT-0382,2025-Q2,5.8,9.4,9.1,8.1,Exceptional
AVL-01581,VLT-0385,2024-Q2,6.6,6.2,10,7.6,Meets Expectations
AVL-01582,VLT-0385,2025-Q2,8.6,8.5,10,9.03,Meets Expectations
AVL-01583,VLT-0385,2024-Q4,6.9,10,6.8,7.9,Meets Expectations
AVL-01584,VLT-0385,2024-Q1,8.9,8.9,6.2,8.0,Exceptional
AVL-01585,VLT-0385,2024-Q3,7.5,5.0,,7.5,Exceeds Expectations
AVL-01586,VLT-0386,2025-Q2,8.4,5.0,9.5,7.63,Meets Expectations
AVL-01587,VLT-0386,2025-Q1,8.1,9.4,6.4,7.97,Exceptional
AVL-01588,VLT-0386,2024-Q3,8.6,6.4,10,8.33,Exceeds Expectations
AVL-01589,VLT-0386,2024-Q4,10,7.9,4.8,7.57,Exceptional
AVL-01590,VLT-0387,2024-Q3,9.6,5.6,9.3,8.17,Exceeds Expectations
AVL-01591,VLT-0387,2024-Q2,6.4,8.0,4.4,6.27,Exceeds Expectations
AVL-01592,VLT-0387,2024-Q4,5.1,7.7,7.8,6.87,Meets Expectations
AVL-01593,VLT-0387,2025-Q2,7.9,7.5,9.4,8.27,Meets Expectations
AVL-01594,VLT-0387,2024-Q1,9.4,9.8,7.7,8.97,Meets Expectations
AVL-01598,VLT-0389,2025-Q1,6.4,10,7.3,7.9,Meets Expectations
AVL-01599,VLT-0389,2024-Q2,2.8,8.7,8.7,6.73,Meets Expectations
AVL-01600,VLT-0389,2024-Q4,10,8.8,8.8,9.2,Meets Expectations
AVL-01601,VLT-0389,2025-Q2,4.9,9.7,9.5,8.03,Meets Expectations
AVL-01602,VLT-0389,2024-Q1,7.3,9.5,5.6,7.47,Meets Expectations
AVL-01607,VLT-0392,2024-Q2,7.6,8.7,4.8,7.03,Below Expectations
AVL-01608,VLT-0392,2024-Q3,6.8,8.4,7.7,7.63,Exceptional
AVL-01609,VLT-0392,2024-Q4,6.8,10,6.1,7.63,Exceeds Expectations
AVL-01610,VLT-0392,2024-Q1,7.7,9.8,7.4,8.3,Meets Expectations
AVL-01611,VLT-0392,2025-Q1,8.7,6.8,9.0,8.17,Meets Expectations
AVL-01612,VLT-0392,2025-Q2,9.4,8.2,6.4,8.0,Below Expectations
AVL-01613,VLT-0393,2025-Q2,5.7,7.0,4.2,5.63,Below Expectations
AVL-01614,VLT-0393,2024-Q2,8.0,6.4,8.4,7.6,Exceeds Expectations
AVL-01615,VLT-0393,2024-Q1,7.3,7.9,,7.23,Meets Expectations
AVL-01616,VLT-0393,2024-Q4,8.0,6.7,8.5,7.73,Exceptional
AVL-01617,VLT-0393,2024-Q3,7.4,6.1,5.1,6.2,Meets Expectations
AVL-01618,VLT-0393,2025-Q1,5.9,7.7,,7.23,Exceeds Expectations
AVL-01622,VLT-0395,2025-Q1,7.4,9.1,9.3,8.6,Exceptional
AVL-01623,VLT-0395,2024-Q4,10,7.9,8.9,8.93,Exceeds Expectations
AVL-01624,VLT-0395,2025-Q2,4.5,7.8,10,7.43,Meets Expectations
AVL-01625,VLT-0396,2024-Q2,6.2,9.0,10,8.4,Below Expectations
AVL-01626,VLT-0396,2025-Q1,7.1,8.0,5.0,6.7,Exceeds Expectations
AVL-01627,VLT-0396,2024-Q4,9.0,4.5,9.1,7.53,Meets Expectations
AVL-01628,VLT-0396,2024-Q1,7.7,6.0,3.9,5.87,Exceeds Expectations
AVL-01629,VLT-0396,2024-Q3,8.4,6.4,7.1,7.3,Exceeds Expectations
AVL-01630,VLT-0396,2025-Q2,6.6,7.7,8.1,7.47,Exceeds Expectations
AVL-01631,VLT-0397,2024-Q2,6.5,7.2,6.2,6.63,Meets Expectations
AVL-01632,VLT-0397,2024-Q3,6.9,7.0,8.0,7.3,Meets Expectations
AVL-01633,VLT-0397,2025-Q2,7.2,6.9,7.1,7.07,Below Expectations
AVL-01634,VLT-0397,2024-Q4,5.9,9.5,7.3,7.57,Meets Expectations
AVL-01635,VLT-0397,2024-Q1,8.8,9.2,8.1,8.7,Exceeds Expectations
AVL-01636,VLT-0398,2024-Q3,7.2,6.5,8.9,7.53,Meets Expectations
AVL-01637,VLT-0398,2024-Q2,10,6.5,3.7,6.73,Below Expectations
AVL-01638,VLT-0398,2025-Q1,5.6,6.9,6.7,6.4,Exceeds Expectations
AVL-01639,VLT-0398,2024-Q1,7.5,7.9,8.7,8.03,Exceeds Expectations
AVL-01640,VLT-0399,2024-Q4,7.1,9.4,8.1,8.2,Below Expectations
AVL-01641,VLT-0399,2025-Q2,7.7,7.9,10,8.53,Exceeds Expectations
AVL-01642,VLT-0399,2024-Q1,6.1,8.5,7.6,7.4,Exceeds Expectations
AVL-01648,VLT-0402,2024-Q4,7.3,9.5,6.3,7.7,Exceptional
AVL-01649,VLT-0402,2025-Q2,9.3,7.9,10,9.07,Below Expectations
AVL-01650,VLT-0402,2025-Q1,6.6,7.3,,7.8,Meets Expectations
AVL-01651,VLT-0402,2024-Q3,7.7,7.4,6.2,7.1,Meets Expectations
AVL-01679,VLT-0409,2025-Q1,7.1,5.9,9.7,7.57,Exceeds Expectations
AVL-01680,VLT-0409,2024-Q2,8.5,7.8,,7.63,Meets Expectations
AVL-01681,VLT-0409,2024-Q3,6.1,10,,7.83,Meets Expectations
AVL-01682,VLT-0409,2025-Q2,9.5,6.8,5.9,7.4,Meets Expectations
AVL-01683,VLT-0410,2025-Q2,8.8,8.3,7.5,8.2,Meets Expectations
AVL-01684,VLT-0410,2024-Q4,9.5,8.5,9.4,9.13,Exceeds Expectations
AVL-01690,VLT-0412,2024-Q4,8.1,8.5,10,8.87,Exceptional
AVL-01691,VLT-0412,2024-Q2,7.1,8.1,8.5,7.9,Exceeds Expectations
AVL-01692,VLT-0412,2025-Q2,6.2,6.9,3.5,5.53,Exceeds Expectations
AVL-01693,VLT-0412,2024-Q3,7.0,6.7,5.3,6.33,Exceeds Expectations
AVL-01703,VLT-0416,2025-Q2,10,5.2,9.6,8.27,Exceeds Expectations
AVL-01704,VLT-0416,2024-Q3,7.9,7.7,6.6,7.4,Meets Expectations
AVL-01705,VLT-0416,2025-Q1,7.0,8.1,6.6,7.23,Exceptional
AVL-01706,VLT-0416,2024-Q1,7.2,9.8,7.0,8.0,Exceeds Expectations
AVL-01712,VLT-0418,2024-Q2,7.5,8.1,9.3,8.3,Meets Expectations
AVL-01713,VLT-0418,2024-Q3,8.9,9.5,5.4,7.93,Exceeds Expectations
AVL-01714,VLT-0418,2024-Q1,7.9,6.6,9.0,7.83,Exceeds Expectations
AVL-01720,VLT-0420,2024-Q4,7.7,7.6,4.7,6.67,Meets Expectations
AVL-01721,VLT-0420,2024-Q1,6.1,8.2,7.5,7.27,Exceeds Expectations
AVL-01722,VLT-0420,2025-Q1,10,8.7,6.0,8.23,Exceeds Expectations
AVL-01723,VLT-0420,2024-Q3,8.7,6.8,5.6,7.03,Meets Expectations
AVL-01724,VLT-0420,2024-Q2,7.7,6.3,,6.93,Exceeds Expectations
AVL-01725,VLT-0420,2025-Q2,8.2,8.3,9.0,8.5,Exceeds Expectations
AVL-01726,VLT-0421,2024-Q1,9.7,10,9.9,9.87,Below Expectations
AVL-01727,VLT-0421,2024-Q3,8.8,8.3,10,9.03,Exceeds Expectations
AVL-01728,VLT-0421,2025-Q2,6.8,7.5,7.5,7.27,Exceptional
AVL-01729,VLT-0422,2024-Q4,9.5,10,4.6,8.03,Meets Expectations
AVL-01730,VLT-0422,2024-Q3,9.2,7.5,7.8,8.17,Exceptional
AVL-01731,VLT-0423,2024-Q2,9.9,8.2,7.7,8.6,Meets Expectations
AVL-01732,VLT-0423,2024-Q1,6.2,7.5,,6.63,Exceeds Expectations
AVL-01733,VLT-0423,2025-Q2,7.7,7.5,8.9,8.03,Meets Expectations
AVL-01734,VLT-0423,2024-Q4,4.4,8.3,8.7,7.13,Meets Expectations
AVL-01742,VLT-0426,2024-Q1,7.4,9.0,,7.23,Exceeds Expectations
AVL-01743,VLT-0426,2024-Q2,8.3,7.1,8.1,7.83,Meets Expectations
AVL-01744,VLT-0426,2024-Q3,5.8,8.6,6.6,7.0,Meets Expectations
AVL-01745,VLT-0426,2025-Q2,9.0,6.9,4.2,6.7,Meets Expectations
AVL-01752,VLT-0428,2025-Q1,7.5,7.6,9.0,8.03,Meets Expectations
AVL-01753,VLT-0428,2024-Q1,7.6,9.1,7.1,7.93,Exceeds Expectations
AVL-01754,VLT-0428,2024-Q4,8.2,8.0,9.7,8.63,Below Expectations
AVL-01755,VLT-0428,2024-Q3,6.1,8.5,6.8,7.13,Meets Expectations
AVL-01756,VLT-0428,2025-Q2,6.1,9.3,8.1,7.83,Below Expectations
AVL-01757,VLT-0429,2025-Q1,6.9,7.9,6.2,7.0,Exceeds Expectations
AVL-01758,VLT-0429,2024-Q3,8.2,9.0,8.4,8.53,Exceeds Expectations
AVL-01759,VLT-0429,2024-Q2,6.7,6.2,9.9,7.6,Exceptional
AVL-01760,VLT-0429,2025-Q2,5.8,9.4,6.7,7.3,Exceeds Expectations
AVL-01761,VLT-0429,2024-Q4,6.0,6.5,,7.37,Exceeds Expectations
AVL-01762,VLT-0429,2024-Q1,10,7.5,10,9.17,Meets Expectations
AVL-01763,VLT-0430,2025-Q1,7.0,10,6.3,7.77,Below Expectations
AVL-01764,VLT-0430,2024-Q1,8.6,8.9,4.3,7.27,Meets Expectations
AVL-01765,VLT-0430,2025-Q2,7.0,8.2,7.3,7.5,Meets Expectations
AVL-01766,VLT-0430,2024-Q4,7.6,9.5,7.8,8.3,Exceptional
AVL-01773,VLT-0432,2024-Q1,8.1,8.3,6.9,7.77,Meets Expectations
AVL-01774,VLT-0432,2024-Q2,8.4,6.6,6.6,7.2,Exceptional
AVL-01775,VLT-0432,2024-Q3,9.0,10,,8.63,Exceeds Expectations
AVL-01776,VLT-0432,2025-Q1,7.5,8.3,5.8,7.2,Below Expectations
AVL-01777,VLT-0432,2024-Q4,5.3,5.2,6.9,5.8,Exceptional
AVL-01778,VLT-0433,2024-Q2,8.3,6.2,,8.07,Meets Expectations
AVL-01779,VLT-0433,2025-Q2,6.8,8.2,,8.33,Meets Expectations
AVL-01780,VLT-0433,2025-Q1,6.2,7.5,,7.07,Exceeds Expectations
AVL-01781,VLT-0433,2024-Q4,8.1,7.9,6.5,7.5,Exceeds Expectations
AVL-01782,VLT-0433,2024-Q1,6.8,8.5,7.8,7.7,Exceeds Expectations
AVL-01783,VLT-0434,2024-Q4,8.2,6.1,7.0,7.1,Meets Expectations
AVL-01784,VLT-0434,2025-Q1,7.6,7.0,8.6,7.73,Exceeds Expectations
AVL-01785,VLT-0434,2024-Q2,7.8,8.1,7.6,7.83,Meets Expectations
AVL-01798,VLT-0438,2025-Q2,7.9,8.6,,8.8,Exceeds Expectations
AVL-01799,VLT-0438,2024-Q4,8.6,8.8,7.6,8.33,Meets Expectations
AVL-01800,VLT-0438,2025-Q1,10,6.3,,6.93,Exceeds Expectations
AVL-01801,VLT-0439,2024-Q1,4.4,10,7.3,7.23,Meets Expectations
AVL-01802,VLT-0439,2025-Q2,7.1,7.6,7.4,7.37,Meets Expectations
AVL-01803,VLT-0439,2024-Q2,7.8,6.9,5.0,6.57,Meets Expectations
AVL-01804,VLT-0439,2025-Q1,8.2,8.2,10,8.8,Below Expectations
AVL-01805,VLT-0439,2024-Q3,7.7,8.7,8.7,8.37,Below Expectations
AVL-01806,VLT-0440,2025-Q2,7.1,8.0,10,8.37,Meets Expectations
AVL-01807,VLT-0440,2024-Q1,9.3,8.8,5.0,7.7,Meets Expectations
AVL-01808,VLT-0440,2024-Q2,9.8,6.0,5.4,7.07,Exceeds Expectations
AVL-01809,VLT-0440,2024-Q4,8.3,7.7,8.0,8.0,Exceptional
AVL-01810,VLT-0440,2024-Q3,5.5,7.7,6.4,6.53,Exceeds Expectations
AVL-01816,VLT-0442,2025-Q2,3.6,8.2,9.6,7.13,Meets Expectations
AVL-01817,VLT-0442,2024-Q3,9.1,7.9,7.3,8.1,Exceeds Expectations
AVL-01818,VLT-0442,2024-Q2,9.4,10,8.0,9.13,Meets Expectations
AVL-01819,VLT-0442,2024-Q4,6.3,8.1,7.5,7.3,Exceeds Expectations
AVL-01820,VLT-0442,2024-Q1,8.2,5.6,9.9,7.9,Exceptional
AVL-01821,VLT-0442,2025-Q1,9.2,6.5,9.5,8.4,Meets Expectations
AVL-01827,VLT-0444,2024-Q2,6.3,6.5,10,7.6,Exceptional
AVL-01828,VLT-0444,2024-Q3,6.8,7.3,6.9,7.0,Exceeds Expectations
AVL-01829,VLT-0444,2025-Q1,6.9,8.5,5.2,6.87,Meets Expectations
AVL-01830,VLT-0444,2024-Q1,5.0,6.9,8.9,6.93,Exceeds Expectations
AVL-01831,VLT-0445,2025-Q2,4.2,4.7,6.7,5.2,Exceeds Expectations
AVL-01832,VLT-0445,2024-Q3,6.6,6.1,8.4,7.03,Exceeds Expectations
AVL-01833,VLT-0445,2024-Q2,4.6,7.3,,7.3,Exceeds Expectations
AVL-01834,VLT-0445,2024-Q4,5.3,8.0,7.3,6.87,Meets Expectations
AVL-01835,VLT-0445,2024-Q1,6.1,8.0,8.0,7.37,Exceeds Expectations
AVL-01836,VLT-0446,2024-Q4,4.7,10,7.9,7.53,Below Expectations
AVL-01837,VLT-0446,2024-Q3,5.9,10,9.0,8.3,Exceeds Expectations
AVL-01838,VLT-0446,2024-Q2,8.6,8.0,7.0,7.87,Exceptional
AVL-01839,VLT-0446,2025-Q1,6.8,5.6,6.7,6.37,Meets Expectations
AVL-01840,VLT-0446,2024-Q1,7.5,8.0,8.0,7.83,Exceeds Expectations
AVL-01841,VLT-0446,2025-Q2,8.3,9.3,8.9,8.83,Meets Expectations
AVL-01842,VLT-0447,2025-Q2,6.1,7.7,10,7.93,Below Expectations
AVL-01843,VLT-0447,2024-Q3,3.9,7.8,6.5,6.07,Meets Expectations
AVL-01844,VLT-0447,2025-Q1,7.4,7.7,10,8.37,Meets Expectations
AVL-01845,VLT-0448,2024-Q1,8.5,7.9,7.3,7.9,Exceptional
AVL-01846,VLT-0448,2024-Q4,10,7.9,5.4,7.77,Exceeds Expectations
AVL-01847,VLT-0448,2025-Q1,7.4,8.6,,7.47,Exceeds Expectations
AVL-01848,VLT-0448,2025-Q2,8.4,8.2,6.4,7.67,Below Expectations
AVL-01860,VLT-0452,2024-Q3,4.6,8.5,4.5,5.87,Exceptional
AVL-01861,VLT-0452,2024-Q2,6.0,9.1,6.4,7.17,Exceptional
AVL-01862,VLT-0452,2024-Q4,8.2,9.6,6.1,7.97,Meets Expectations
AVL-01863,VLT-0452,2025-Q1,6.2,9.2,8.3,7.9,Exceeds Expectations
AVL-01864,VLT-0453,2024-Q3,6.2,7.7,8.8,7.57,Below Expectations
AVL-01865,VLT-0453,2024-Q2,7.6,8.1,8.6,8.1,Exceptional
AVL-01866,VLT-0454,2024-Q1,8.0,8.2,,8.03,Exceptional
AVL-01867,VLT-0454,2025-Q1,5.7,6.9,6.3,6.3,Meets Expectations
AVL-01868,VLT-0454,2024-Q2,5.9,7.5,,6.97,Exceeds Expectations
AVL-01869,VLT-0454,2024-Q4,6.7,9.0,8.6,8.1,Exceeds Expectations
AVL-01870,VLT-0455,2024-Q4,5.6,9.8,9.5,8.3,Exceeds Expectations
AVL-01871,VLT-0455,2024-Q1,6.4,8.9,7.8,7.7,Exceeds Expectations
AVL-01872,VLT-0455,2024-Q2,5.4,9.1,5.5,6.67,Meets Expectations
AVL-01873,VLT-0455,2025-Q2,8.9,8.8,5.6,7.77,Meets Expectations
AVL-01874,VLT-0455,2024-Q3,8.2,6.8,9.7,8.23,Exceeds Expectations
AVL-01875,VLT-0455,2025-Q1,4.9,7.5,8.4,6.93,Exceeds Expectations
AVL-01876,VLT-0456,2024-Q1,8.7,8.1,8.1,8.3,Exceeds Expectations
AVL-01877,VLT-0456,2024-Q3,7.7,8.6,7.3,7.87,Exceeds Expectations
AVL-01878,VLT-0456,2025-Q1,6.7,6.0,7.6,6.77,Meets Expectations
AVL-01879,VLT-0456,2024-Q4,5.2,6.5,9.4,7.03,Exceeds Expectations
AVL-01880,VLT-0457,2025-Q2,9.4,6.9,8.4,8.23,Meets Expectations
AVL-01881,VLT-0457,2024-Q2,5.6,6.8,8.3,6.9,Exceeds Expectations
AVL-01882,VLT-0457,2024-Q4,7.5,7.8,7.4,7.57,Meets Expectations
AVL-01883,VLT-0458,2025-Q2,6.6,8.7,10,8.43,Meets Expectations
AVL-01884,VLT-0458,2024-Q1,7.1,8.8,4.7,6.87,Exceptional
AVL-01885,VLT-0458,2024-Q2,8.4,3.6,6.2,6.07,Meets Expectations
AVL-01886,VLT-0458,2024-Q4,3.9,10,9.8,7.9,Meets Expectations
AVL-01890,VLT-0460,2024-Q3,6.5,6.8,,7.4,Meets Expectations
AVL-01891,VLT-0460,2024-Q2,10,7.4,8.4,8.6,Exceeds Expectations
AVL-01892,VLT-0460,2025-Q1,5.5,7.3,,6.83,Exceptional
AVL-01893,VLT-0460,2025-Q2,6.5,7.7,5.6,6.6,Exceeds Expectations
AVL-01894,VLT-0460,2024-Q1,6.4,9.5,7.4,7.77,Meets Expectations
AVL-01895,VLT-0460,2024-Q4,6.0,5.7,6.7,6.13,Exceeds Expectations
AVL-01901,VLT-0462,2024-Q3,7.7,10,4.0,7.23,Exceeds Expectations
AVL-01902,VLT-0462,2025-Q2,5.3,7.9,4.0,5.73,Exceptional
AVL-01903,VLT-0462,2024-Q4,8.3,6.2,5.0,6.5,Exceeds Expectations
AVL-01904,VLT-0462,2024-Q1,5.5,6.5,10,7.33,Below Expectations
AVL-01905,VLT-0462,2025-Q1,5.5,6.6,,7.37,Exceeds Expectations
AVL-01910,VLT-0464,2024-Q1,9.3,5.2,10,8.17,Meets Expectations
AVL-01911,VLT-0464,2024-Q3,8.3,9.4,10,9.23,Meets Expectations
AVL-01912,VLT-0464,2025-Q1,6.0,7.3,2.8,5.37,Meets Expectations
AVL-01913,VLT-0464,2024-Q4,10,8.3,9.2,9.17,Meets Expectations
AVL-01914,VLT-0464,2024-Q2,6.8,7.3,8.6,7.57,Meets Expectations
AVL-01915,VLT-0464,2025-Q2,4.4,5.6,8.7,6.23,Exceptional
AVL-01916,VLT-0465,2025-Q1,10,8.2,7.8,8.67,Exceeds Expectations
AVL-01917,VLT-0465,2024-Q1,7.7,7.4,5.8,6.97,Exceeds Expectations
AVL-01918,VLT-0465,2025-Q2,7.1,9.3,5.9,7.43,Below Expectations
AVL-01919,VLT-0465,2024-Q2,3.9,6.7,10,6.87,Exceeds Expectations
AVL-01920,VLT-0465,2024-Q3,8.6,5.0,7.2,6.93,Exceeds Expectations
AVL-01921,VLT-0465,2024-Q4,6.9,6.7,8.2,7.27,Exceeds Expectations
AVL-01929,VLT-0468,2025-Q1,7.0,7.2,7.0,7.07,Exceeds Expectations
AVL-01930,VLT-0468,2024-Q3,8.7,7.2,7.0,7.63,Below Expectations
AVL-01931,VLT-0468,2024-Q4,10,8.3,8.3,8.87,Meets Expectations
AVL-01932,VLT-0468,2024-Q2,8.7,7.9,2.8,6.47,Exceeds Expectations
AVL-01933,VLT-0468,2025-Q2,6.3,6.8,7.9,7.0,Meets Expectations
AVL-01934,VLT-0468,2024-Q1,8.1,7.4,10,8.5,Exceeds Expectations
AVL-01935,VLT-0469,2024-Q1,10,9.2,,8.8,Exceptional
AVL-01936,VLT-0469,2024-Q3,8.1,7.6,8.0,7.9,Exceeds Expectations
AVL-01937,VLT-0469,2024-Q4,5.7,5.5,4.5,5.23,Exceeds Expectations
AVL-01938,VLT-0469,2024-Q2,6.5,8.9,4.7,6.7,Exceeds Expectations
AVL-01939,VLT-0469,2025-Q2,10,8.7,7.4,8.7,Exceptional
AVL-01940,VLT-0470,2024-Q1,9.1,4.7,6.1,6.63,Below Expectations
AVL-01941,VLT-0470,2025-Q1,5.7,8.4,10,8.03,Meets Expectations
AVL-01942,VLT-0470,2024-Q2,7.7,7.6,9.4,8.23,Meets Expectations
AVL-01943,VLT-0470,2024-Q3,8.1,10,8.4,8.83,Exceeds Expectations
AVL-01944,VLT-0470,2024-Q4,6.6,6.2,4.4,5.73,Meets Expectations
AVL-01945,VLT-0470,2025-Q2,6.5,8.7,9.7,8.3,Meets Expectations
AVL-01946,VLT-0471,2024-Q1,6.9,7.4,7.4,7.23,Exceeds Expectations
AVL-01947,VLT-0471,2025-Q2,9.6,8.2,6.0,7.93,Exceptional
AVL-01948,VLT-0471,2024-Q3,4.9,8.5,7.2,6.87,Exceeds Expectations
AVL-01949,VLT-0471,2024-Q2,6.2,6.1,9.2,7.17,Meets Expectations
AVL-01958,VLT-0474,2025-Q2,9.0,8.2,7.0,8.07,Below Expectations
AVL-01959,VLT-0474,2024-Q1,8.4,7.4,6.1,7.3,Exceeds Expectations
AVL-01960,VLT-0474,2024-Q2,6.3,7.2,7.5,7.0,Exceeds Expectations
AVL-01975,VLT-0478,2024-Q4,7.8,9.8,9.6,9.07,Meets Expectations
AVL-01976,VLT-0478,2024-Q2,6.2,8.2,,6.43,Exceptional
AVL-01977,VLT-0478,2024-Q1,7.1,8.9,7.9,7.97,Meets Expectations
AVL-01978,VLT-0479,2024-Q2,10,8.2,7.7,8.63,Meets Expectations
AVL-01979,VLT-0479,2024-Q1,7.3,8.6,6.9,7.6,Exceeds Expectations
AVL-01980,VLT-0479,2025-Q2,7.0,9.2,,7.93,Below Expectations
AVL-01986,VLT-0481,2024-Q1,6.4,7.2,6.5,6.7,Exceeds Expectations
AVL-01987,VLT-0481,2025-Q2,7.0,7.8,10,8.27,Exceeds Expectations
AVL-01988,VLT-0481,2025-Q1,9.3,10,,8.23,Meets Expectations
AVL-01989,VLT-0481,2024-Q3,5.5,8.5,7.4,7.13,Meets Expectations
AVL-01995,VLT-0483,2025-Q1,6.5,9.6,9.8,8.63,Meets Expectations
AVL-01996,VLT-0483,2024-Q3,6.0,10,10,8.67,Exceeds Expectations
AVL-01997,VLT-0483,2024-Q1,8.4,8.0,5.5,7.3,Meets Expectations
AVL-01998,VLT-0483,2024-Q4,7.7,10,9.0,8.9,Exceeds Expectations
AVL-01999,VLT-0483,2025-Q2,7.7,8.3,10,8.67,Meets Expectations
AVL-02000,VLT-0483,2024-Q2,6.5,9.4,10,8.63,Exceeds Expectations
AVL-02001,VLT-0484,2025-Q2,9.3,9.4,3.6,7.43,Exceptional
AVL-02002,VLT-0484,2024-Q3,6.5,8.8,8.4,7.9,Meets Expectations
AVL-02003,VLT-0484,2025-Q1,6.1,9.5,9.7,8.43,Exceeds Expectations
AVL-02004,VLT-0484,2024-Q1,6.7,6.4,6.0,6.37,Exceptional
AVL-02005,VLT-0484,2024-Q4,7.2,7.2,5.5,6.63,Meets Expectations
AVL-02006,VLT-0485,2025-Q1,6.4,6.9,8.8,7.37,Exceeds Expectations
AVL-02007,VLT-0485,2025-Q2,8.2,6.2,9.7,8.03,Exceeds Expectations
AVL-02008,VLT-0485,2024-Q2,7.2,9.1,8.9,8.4,Exceeds Expectations
AVL-02009,VLT-0485,2024-Q3,5.3,8.9,7.6,7.27,Meets Expectations
AVL-02010,VLT-0485,2024-Q4,8.9,7.7,8.7,8.43,Exceeds Expectations
AVL-02011,VLT-0485,2024-Q1,6.6,8.6,9.0,8.07,Exceeds Expectations
AVL-02012,VLT-0486,2025-Q2,9.7,7.4,6.7,7.93,Meets Expectations
AVL-02013,VLT-0486,2025-Q1,8.3,10,9.4,9.23,Meets Expectations
